Transaction ID,Date,Product Category,Product Name,Units Sold,Unit Price,Total Revenue,Region
11379,2025-06-02,Clothing,Adidas Ultraboost Shoes,16,179.03,2864.48,Asia
11380,2025-09-15,Sports,Manduka PRO Yoga Mat,18,126.68,2280.24,Europe
11381,2025-10-17,Home Appliances,Keurig K-Elite Coffee Maker,12,172.37,2068.44,Asia
11382,2024-08-11,Books,The Hobbit,16,13.93,222.88,Middle East
11383,2024-06-22,Home Appliances,Blueair Classic 480i,12,593.67,7124.04,Europe
11384,2024-03-02,Clothing,North Face Down Jacket,9,229.81,2068.29,Africa
11385,2024-01-04,Beauty Products,Maybelline Makeup Kit,20,50.77,1015.40,Europe
11386,2024-01-21,Beauty Products,Clinique Moisture Surge,10,45.90,459.00,South America
11387,2025-01-08,Sports,Babolat Pure Drive Tennis Racket,3,203.62,610.86,Middle East
11388,2025-11-22,Books,The Psychology of Money,6,17.15,102.90,Europe
11389,2024-02-06,Clothing,Calvin Klein Slim Fit Shirt,12,85.02,1020.24,Asia
11390,2024-08-10,Beauty Products,L'Oreal Revitalift Cream,2,29.67,59.34,Africa
11391,2025-04-04,Sports,Wilson Evolution Basketball,2,29.59,59.18,North America
11392,2024-01-03,Clothing,Columbia Rain Jacket,8,123.68,989.44,Africa
11393,2024-01-06,Clothing,Adidas Ultraboost Shoes,18,201.02,3618.36,Middle East
11394,2024-05-01,Clothing,Under Armour Training Shirt,7,42.93,300.51,Africa
11395,2024-05-23,Home Appliances,KitchenAid Stand Mixer,18,475.71,8562.78,South America
11396,2024-11-19,Books,The Hobbit,1,15.42,15.42,Europe
11397,2024-03-04,Sports,Babolat Pure Drive Tennis Racket,2,206.71,413.42,Middle East
11398,2024-11-10,Books,The Psychology of Money,12,19.13,229.56,South America
11399,2024-03-12,Home Appliances,KitchenAid Stand Mixer,14,430.27,6023.78,Africa
11400,2025-10-25,Electronics,iPhone 14 Pro,14,1091.64,15282.96,Africa
11401,2024-05-10,Electronics,Dell XPS 13 Laptop,11,1410.89,15519.79,North America
11402,2025-03-07,Electronics,Canon EOS R10 Camera,10,1030.79,10307.90,Asia
11403,2025-10-29,Beauty Products,Dyson Supersonic Hair Dryer,19,425.07,8076.33,North America
11404,2024-02-29,Clothing,Columbia Rain Jacket,12,136.00,1632.00,Middle East
11405,2025-12-29,Clothing,Calvin Klein Slim Fit Shirt,14,85.69,1199.66,North America
11406,2024-11-01,Sports,Bowflex Adjustable Dumbbells,8,404.58,3236.64,Middle East
11407,2024-01-31,Electronics,Canon EOS R10 Camera,9,897.15,8074.35,Africa
11408,2025-05-29,Sports,Babolat Pure Drive Tennis Racket,3,187.97,563.91,Asia
11409,2025-07-25,Home Appliances,KitchenAid Stand Mixer,19,431.65,8201.35,Africa
11410,2025-07-20,Home Appliances,KitchenAid Stand Mixer,3,448.67,1346.01,Middle East
11411,2025-09-21,Electronics,Samsung Galaxy Tab S8,17,743.84,12645.28,Middle East
11412,2024-11-23,Clothing,Calvin Klein Slim Fit Shirt,6,89.16,534.96,Asia
11413,2024-01-15,Books,Atomic Habits,17,19.27,327.59,South America
11414,2024-09-04,Home Appliances,LG Front Load Washer,12,850.77,10209.24,Asia
11415,2024-12-30,Books,The Psychology of Money,1,17.89,17.89,South America
11416,2025-06-11,Home Appliances,Keurig K-Elite Coffee Maker,3,199.08,597.24,Middle East
11417,2025-03-02,Home Appliances,iRobot Roomba j7,8,615.14,4921.12,Africa
11418,2025-03-27,Sports,Manduka PRO Yoga Mat,6,123.88,743.28,Oceania
11419,2024-05-28,Beauty Products,Neutrogena Skincare Set,5,91.06,455.30,Oceania
11420,2025-09-11,Books,Dune by Frank Herbert,15,27.97,419.55,Middle East
11421,2024-02-19,Sports,Hydro Flask Sports Bottle,5,37.38,186.90,South America
11422,2025-10-02,Beauty Products,Clinique Moisture Surge,20,44.45,889.00,South America
11423,2024-05-18,Clothing,Nike Air Force 1,20,94.91,1898.20,South America
11424,2024-12-24,Home Appliances,Keurig K-Elite Coffee Maker,9,207.93,1871.37,Africa
11425,2025-09-05,Home Appliances,Ninja Professional Blender,4,97.17,388.68,North America
11426,2025-12-23,Books,"Salt, Fat, Acid, Heat by Samin Nosrat",10,30.08,300.80,Europe
11427,2025-05-14,Beauty Products,CeraVe Hydrating Cleanser,7,17.92,125.44,Asia
11428,2024-03-14,Beauty Products,Neutrogena Skincare Set,14,97.28,1361.92,Asia
11429,2024-11-02,Electronics,Sony WH-1000XM5 Headphones,1,386.45,386.45,Africa
11430,2024-09-25,Books,Clean Code,17,38.37,652.29,South America
11431,2025-09-30,Sports,Wilson Evolution Basketball,14,27.78,388.92,Africa
11432,2024-04-08,Electronics,Google Pixel 8 Pro,3,1019.74,3059.22,Africa
11433,2025-03-02,Books,Deep Work,20,17.40,348.00,Europe
11434,2025-10-02,Electronics,iPhone 14 Pro,19,1020.19,19383.61,Asia
11435,2025-03-13,Clothing,Vans Old Skool Sneakers,17,81.63,1387.71,North America
11436,2025-10-29,Electronics,Nintendo Switch OLED,9,315.02,2835.18,Asia
11437,2025-12-20,Sports,Adidas FIFA Soccer Ball,15,42.33,634.95,Asia
11438,2025-11-06,Beauty Products,MAC Lipstick Collection,11,77.03,847.33,North America
11439,2025-04-30,Books,Dune by Frank Herbert,1,28.11,28.11,Africa
11440,2024-12-09,Sports,Bowflex Adjustable Dumbbells,3,464.70,1394.10,Middle East
11441,2024-09-05,Clothing,Adidas Ultraboost Shoes,6,187.08,1122.48,Europe
11442,2024-07-08,Beauty Products,MAC Lipstick Collection,19,77.82,1478.58,Middle East
11443,2025-10-21,Beauty Products,The Ordinary Serum Set,10,38.78,387.80,Europe
11444,2024-02-11,Clothing,Vans Old Skool Sneakers,5,85.80,429.00,Middle East
11445,2024-10-15,Home Appliances,LG Front Load Washer,15,941.80,14127.00,Oceania
11446,2025-12-06,Home Appliances,Instant Pot Duo 7-in-1,5,129.58,647.90,Oceania
11447,2025-08-18,Sports,Hydro Flask Sports Bottle,11,36.86,405.46,North America
11448,2024-03-11,Beauty Products,Clinique Moisture Surge,19,49.15,933.85,North America
11449,2024-12-29,Clothing,North Face Down Jacket,1,272.47,272.47,Asia
11450,2025-07-28,Home Appliances,Philips Air Fryer XXL,4,264.88,1059.52,Middle East
11451,2025-01-13,Sports,Manduka PRO Yoga Mat,9,114.86,1033.74,South America
11452,2025-12-21,Beauty Products,Maybelline Makeup Kit,6,53.32,319.92,North America
11453,2025-08-16,Sports,Manduka PRO Yoga Mat,15,122.33,1834.95,North America
11454,2025-02-28,Home Appliances,Samsung Smart Refrigerator,12,1973.17,23678.04,Middle East
11455,2024-05-23,Electronics,MacBook Pro 16-inch,13,2738.08,35595.04,Europe
11456,2025-02-04,Beauty Products,Chanel No. 5 Perfume,11,120.92,1330.12,Europe
11457,2024-03-07,Clothing,Under Armour Training Shirt,16,39.89,638.24,Asia
11458,2024-07-13,Beauty Products,Maybelline Makeup Kit,1,47.05,47.05,Africa
11459,2024-11-28,Beauty Products,Neutrogena Skincare Set,12,86.58,1038.96,North America
11460,2025-12-19,Sports,Babolat Pure Drive Tennis Racket,8,188.55,1508.40,Asia
11461,2025-05-14,Clothing,Adidas Ultraboost Shoes,6,199.18,1195.08,Asia
11462,2025-05-12,Books,Sapiens,8,25.77,206.16,Middle East
11463,2024-04-27,Electronics,MacBook Pro 16-inch,3,2309.52,6928.56,North America
11464,2024-07-12,Beauty Products,MAC Lipstick Collection,6,81.47,488.82,Asia
11465,2025-08-17,Electronics,Canon EOS R10 Camera,19,895.55,17015.45,Africa
11466,2025-07-01,Home Appliances,LG Front Load Washer,9,888.70,7998.30,Africa
11467,2024-10-23,Electronics,Garmin Forerunner 945,9,472.38,4251.42,Asia
11468,2025-08-12,Home Appliances,KitchenAid Stand Mixer,15,478.86,7182.90,Africa
11469,2025-01-12,Clothing,Calvin Klein Slim Fit Shirt,6,91.44,548.64,Africa
11470,2024-05-04,Electronics,Sony WH-1000XM5 Headphones,19,397.53,7553.07,North America
11471,2024-01-19,Home Appliances,Blueair Classic 480i,10,597.68,5976.80,South America
11472,2025-04-26,Home Appliances,Dyson V11 Vacuum,4,478.99,1915.96,South America
11473,2025-03-22,Sports,Callaway Golf Club Set,14,839.18,11748.52,Europe
11474,2025-12-17,Home Appliances,LG Front Load Washer,14,838.39,11737.46,Europe
11475,2024-01-11,Home Appliances,Samsung Smart Refrigerator,15,1746.34,26195.10,Asia
11476,2025-06-17,Sports,Adidas FIFA Soccer Ball,14,38.86,544.04,Oceania
11477,2025-06-05,Home Appliances,LG Front Load Washer,9,950.90,8558.10,North America
11478,2024-04-07,Electronics,Sony WH-1000XM5 Headphones,16,436.97,6991.52,Middle East
11479,2025-06-10,Sports,Babolat Pure Drive Tennis Racket,4,183.86,735.44,Africa
11480,2024-04-22,Sports,Adidas FIFA Soccer Ball,3,42.66,127.98,South America
11481,2024-04-22,Books,"Salt, Fat, Acid, Heat by Samin Nosrat",17,33.08,562.36,Middle East
11482,2025-06-29,Electronics,Sony WH-1000XM5 Headphones,4,387.05,1548.20,North America
11483,2024-04-09,Electronics,Sony WH-1000XM5 Headphones,20,393.24,7864.80,South America
11484,2024-04-29,Clothing,Patagonia Fleece Jacket,13,183.07,2379.91,Oceania
11485,2024-06-12,Electronics,Dell XPS 13 Laptop,12,1201.25,14415.00,South America
11486,2024-12-06,Electronics,Google Pixel 8 Pro,6,989.30,5935.80,Africa
11487,2025-12-14,Home Appliances,Samsung Smart Refrigerator,4,1950.95,7803.80,Asia
11488,2025-07-26,Electronics,iPhone 14 Pro,3,926.65,2779.95,Africa
11489,2025-05-13,Clothing,Calvin Klein Slim Fit Shirt,11,96.08,1056.88,South America
11490,2025-03-09,Sports,Callaway Golf Club Set,12,925.08,11100.96,South America
11491,2025-05-25,Sports,Callaway Golf Club Set,16,887.51,14200.16,Middle East
11492,2024-02-02,Sports,Fitbit Charge 6,13,161.09,2094.17,North America
11493,2024-02-13,Home Appliances,Dyson V11 Vacuum,8,457.49,3659.92,Europe
11494,2025-12-30,Sports,Callaway Golf Club Set,13,865.97,11257.61,North America
11495,2024-03-28,Electronics,Sony WH-1000XM5 Headphones,12,378.14,4537.68,Oceania
11496,2025-12-20,Electronics,MacBook Pro 16-inch,12,2555.06,30660.72,Africa
11497,2025-03-05,Books,Deep Work,13,19.22,249.86,Africa
11498,2025-02-09,Electronics,iPhone 14 Pro,4,1027.14,4108.56,Asia
11499,2024-01-09,Electronics,Samsung Galaxy Tab S8,18,679.73,12235.14,Asia
11500,2024-03-30,Sports,Babolat Pure Drive Tennis Racket,8,217.63,1741.04,Africa
11501,2024-03-28,Beauty Products,Dyson Supersonic Hair Dryer,13,463.58,6026.54,Africa
11502,2025-10-26,Books,Sapiens,1,24.42,24.42,Europe
11503,2024-02-09,Electronics,Samsung Galaxy Tab S8,7,777.29,5441.03,Oceania
11504,2024-03-17,Sports,Callaway Golf Club Set,19,914.66,17378.54,North America
11505,2024-06-17,Sports,Fitbit Charge 6,10,154.52,1545.20,Middle East
11506,2025-04-01,Electronics,Samsung Galaxy Tab S8,3,776.42,2329.26,Europe
11507,2024-09-07,Books,The Alchemist,19,12.73,241.87,South America
11508,2024-05-09,Books,Atomic Habits,6,18.45,110.70,Oceania
11509,2025-03-07,Sports,Callaway Golf Club Set,6,985.45,5912.70,Middle East
11510,2025-10-10,Clothing,Levi's 501 Jeans,13,72.51,942.63,Oceania
11511,2024-11-15,Beauty Products,Clinique Moisture Surge,8,41.75,334.00,Asia
11512,2025-11-21,Clothing,Nike Air Force 1,10,81.07,810.70,South America
11513,2025-12-21,Sports,Hydro Flask Sports Bottle,14,42.02,588.28,South America
11514,2024-12-09,Home Appliances,Keurig K-Elite Coffee Maker,20,187.53,3750.60,Oceania
11515,2025-11-17,Home Appliances,Ninja Professional Blender,19,100.83,1915.77,Oceania
11516,2025-08-09,Clothing,Columbia Rain Jacket,12,121.88,1462.56,North America
11517,2025-10-30,Beauty Products,Maybelline Makeup Kit,7,50.77,355.39,Asia
11518,2024-10-16,Sports,Manduka PRO Yoga Mat,18,108.00,1944.00,South America
11519,2024-01-24,Electronics,Garmin Forerunner 945,7,466.85,3267.95,Middle East
11520,2025-01-08,Beauty Products,The Ordinary Serum Set,14,42.97,601.58,North America
11521,2024-03-10,Clothing,Levi's 501 Jeans,1,68.07,68.07,Africa
11522,2025-09-16,Home Appliances,Dyson V11 Vacuum,11,508.32,5591.52,North America
11523,2024-10-21,Books,The Psychology of Money,16,17.99,287.84,South America
11524,2024-03-20,Books,Clean Code,12,42.02,504.24,Asia
11525,2024-03-09,Clothing,Puma Sports Hoodie,3,82.37,247.11,Asia
11526,2025-01-20,Electronics,MacBook Pro 16-inch,18,2550.35,45906.30,North America
11527,2024-09-09,Home Appliances,KitchenAid Stand Mixer,12,421.99,5063.88,South America
11528,2024-02-14,Clothing,Patagonia Fleece Jacket,9,169.47,1525.23,Africa
11529,2024-01-31,Electronics,Garmin Forerunner 945,6,547.04,3282.24,Middle East
11530,2024-05-01,Sports,Fitbit Charge 6,9,149.43,1344.87,North America
11531,2024-06-04,Beauty Products,L'Oreal Revitalift Cream,12,31.91,382.92,Middle East
11532,2024-10-22,Beauty Products,Clinique Moisture Surge,14,41.11,575.54,North America
11533,2025-07-10,Clothing,Puma Sports Hoodie,13,73.09,950.17,North America
11534,2025-02-27,Books,Sapiens,13,25.61,332.93,Oceania
11535,2025-03-15,Books,Clean Code,18,36.74,661.32,Africa
11536,2024-09-01,Clothing,Columbia Rain Jacket,10,135.46,1354.60,Europe
11537,2024-07-08,Beauty Products,Maybelline Makeup Kit,8,54.38,435.04,South America
11538,2024-04-02,Clothing,Vans Old Skool Sneakers,16,81.74,1307.84,Middle East
11539,2024-08-03,Home Appliances,Dyson V11 Vacuum,13,542.60,7053.80,South America
11540,2024-10-15,Sports,Everlast Boxing Gloves,2,47.43,94.86,North America
11541,2024-08-20,Sports,Callaway Golf Club Set,1,815.66,815.66,North America
11542,2024-08-22,Electronics,Dell XPS 13 Laptop,5,1249.42,6247.10,Europe
11543,2024-02-17,Books,The Alchemist,1,14.17,14.17,Middle East
11544,2025-09-26,Sports,Callaway Golf Club Set,6,876.21,5257.26,North America
11545,2025-06-28,Sports,Bowflex Adjustable Dumbbells,13,450.43,5855.59,South America
11546,2024-03-28,Electronics,Canon EOS R10 Camera,10,1073.25,10732.50,South America
11547,2025-06-17,Clothing,Patagonia Fleece Jacket,17,193.67,3292.39,Middle East
11548,2025-12-17,Books,"Salt, Fat, Acid, Heat by Samin Nosrat",14,31.78,444.92,Europe
11549,2024-02-08,Home Appliances,Instant Pot Duo 7-in-1,2,118.67,237.34,Africa
11550,2024-05-21,Electronics,Garmin Forerunner 945,2,489.04,978.08,North America
11551,2025-10-05,Books,"Salt, Fat, Acid, Heat by Samin Nosrat",14,30.64,428.96,North America
11552,2024-12-19,Home Appliances,Instant Pot Duo 7-in-1,11,126.45,1390.95,South America
11553,2024-02-21,Beauty Products,Clinique Moisture Surge,20,43.79,875.80,Europe
11554,2025-06-07,Books,Atomic Habits,5,18.25,91.25,South America
11555,2025-10-01,Clothing,Puma Sports Hoodie,10,70.80,708.00,Europe
11556,2024-12-12,Electronics,Dell XPS 13 Laptop,11,1177.85,12956.35,Asia
11557,2025-12-01,Sports,Manduka PRO Yoga Mat,13,128.49,1670.37,Middle East
11558,2024-03-31,Sports,Wilson Evolution Basketball,6,28.22,169.32,North America
11559,2025-07-10,Beauty Products,Clinique Moisture Surge,6,41.33,247.98,Asia
11560,2025-09-19,Sports,Manduka PRO Yoga Mat,18,121.60,2188.80,South America
11561,2024-06-14,Beauty Products,Dyson Supersonic Hair Dryer,12,398.47,4781.64,Middle East
11562,2025-04-04,Books,Atomic Habits,12,21.40,256.80,Middle East
11563,2024-02-23,Home Appliances,Dyson V11 Vacuum,13,459.12,5968.56,South America
11564,2024-09-04,Beauty Products,MAC Lipstick Collection,13,81.53,1059.89,Oceania
11565,2024-09-25,Sports,Spalding Volleyball,15,38.38,575.70,Oceania
11566,2025-03-09,Sports,Everlast Boxing Gloves,5,52.22,261.10,Middle East
11567,2025-02-10,Electronics,Apple Watch Series 9,18,421.21,7581.78,North America
11568,2024-10-23,Home Appliances,LG Front Load Washer,20,895.60,17912.00,Oceania
11569,2025-02-02,Sports,Hydro Flask Sports Bottle,2,36.59,73.18,Asia
11570,2025-07-17,Electronics,Dell XPS 13 Laptop,15,1215.06,18225.90,North America
11571,2024-08-25,Home Appliances,Ninja Professional Blender,18,92.68,1668.24,Asia
11572,2024-06-07,Electronics,Canon EOS R10 Camera,9,1047.08,9423.72,North America
11573,2024-10-09,Sports,Wilson Evolution Basketball,5,31.44,157.20,Middle East
11574,2024-01-31,Beauty Products,Neutrogena Skincare Set,2,88.65,177.30,North America
11575,2025-11-01,Home Appliances,Samsung Smart Refrigerator,11,2077.19,22849.09,South America
11576,2025-11-12,Sports,Hydro Flask Sports Bottle,6,41.65,249.90,North America
11577,2024-04-15,Books,Sapiens,17,23.96,407.32,Middle East
11578,2024-09-13,Sports,Adidas FIFA Soccer Ball,4,43.52,174.08,South America
11579,2024-04-24,Sports,Manduka PRO Yoga Mat,19,115.07,2186.33,Africa
11580,2024-09-15,Clothing,Levi's 501 Jeans,16,74.43,1190.88,Asia
11581,2024-04-25,Beauty Products,L'Oreal Revitalift Cream,5,27.90,139.50,Asia
11582,2024-09-25,Beauty Products,Dyson Supersonic Hair Dryer,4,390.20,1560.80,South America
11583,2025-06-08,Electronics,Nintendo Switch OLED,9,357.72,3219.48,North America
11584,2024-03-02,Clothing,Columbia Rain Jacket,8,120.85,966.80,Asia
11585,2025-01-23,Electronics,Sony WH-1000XM5 Headphones,18,403.15,7256.70,Europe
11586,2024-04-10,Electronics,Dell XPS 13 Laptop,12,1406.27,16875.24,Africa
11587,2025-04-20,Sports,Babolat Pure Drive Tennis Racket,19,193.63,3678.97,Asia
11588,2025-08-22,Clothing,Vans Old Skool Sneakers,15,74.83,1122.45,South America
11589,2025-08-12,Clothing,Nike Air Force 1,14,91.15,1276.10,South America
11590,2025-12-20,Clothing,Patagonia Fleece Jacket,17,175.81,2988.77,Asia
11591,2024-07-29,Clothing,Nike Air Force 1,8,86.30,690.40,Middle East
11592,2025-02-18,Beauty Products,Clinique Moisture Surge,8,44.32,354.56,South America
11593,2025-09-20,Clothing,Vans Old Skool Sneakers,18,83.07,1495.26,South America
11594,2024-04-07,Beauty Products,Neutrogena Skincare Set,12,93.63,1123.56,Oceania
11595,2024-06-05,Books,The Alchemist,18,12.41,223.38,Oceania
11596,2025-01-06,Electronics,Nintendo Switch OLED,15,355.83,5337.45,South America
11597,2025-06-22,Clothing,Vans Old Skool Sneakers,6,83.22,499.32,South America
11598,2024-02-18,Home Appliances,Samsung Smart Refrigerator,5,2068.58,10342.90,Oceania
11599,2024-06-14,Beauty Products,L'Oreal Revitalift Cream,20,32.79,655.80,Europe
11600,2025-08-06,Beauty Products,Clinique Moisture Surge,12,48.97,587.64,Asia
11601,2025-06-18,Electronics,MacBook Pro 16-inch,1,2381.07,2381.07,Asia
11602,2025-10-22,Home Appliances,Dyson V11 Vacuum,14,534.18,7478.52,Africa
11603,2024-04-05,Clothing,Puma Sports Hoodie,11,78.70,865.70,South America
11604,2024-05-07,Beauty Products,Dyson Supersonic Hair Dryer,10,433.57,4335.70,Oceania
11605,2024-06-06,Beauty Products,MAC Lipstick Collection,12,76.57,918.84,Middle East
11606,2025-08-14,Sports,Spalding Volleyball,15,38.00,570.00,South America
11607,2025-01-16,Sports,Wilson Evolution Basketball,5,30.69,153.45,Middle East
11608,2025-04-30,Sports,Spalding Volleyball,6,37.30,223.80,Asia
11609,2024-10-02,Books,The Hobbit,19,13.72,260.68,Europe
11610,2024-12-22,Home Appliances,KitchenAid Stand Mixer,9,405.32,3647.88,South America
11611,2025-10-18,Clothing,Patagonia Fleece Jacket,1,170.45,170.45,Middle East
11612,2025-07-30,Electronics,Google Pixel 8 Pro,19,1053.34,20013.46,South America
11613,2024-12-04,Sports,Fitbit Charge 6,10,170.02,1700.20,Africa
11614,2024-10-15,Sports,Wilson Evolution Basketball,8,28.17,225.36,North America
11615,2024-07-30,Home Appliances,Ninja Professional Blender,13,106.53,1384.89,Oceania
11616,2024-01-09,Books,The Alchemist,7,12.20,85.40,Asia
11617,2024-08-10,Electronics,Google Pixel 8 Pro,8,992.92,7943.36,Europe
11618,2024-05-05,Books,Deep Work,17,20.03,340.51,North America
11619,2025-09-07,Sports,Adidas FIFA Soccer Ball,10,40.90,409.00,Oceania
11620,2025-01-14,Home Appliances,Philips Air Fryer XXL,6,253.19,1519.14,Middle East
11621,2024-08-25,Sports,Callaway Golf Club Set,8,818.22,6545.76,South America
11622,2025-05-10,Home Appliances,Blueair Classic 480i,10,548.66,5486.60,Oceania
11623,2024-07-05,Sports,Adidas FIFA Soccer Ball,1,36.85,36.85,Europe
11624,2025-07-06,Books,The Hobbit,2,14.48,28.96,Europe
11625,2024-11-10,Clothing,Levi's 501 Jeans,2,76.37,152.74,Middle East
11626,2025-09-01,Clothing,Patagonia Fleece Jacket,16,191.77,3068.32,Africa
11627,2024-02-21,Home Appliances,Samsung Smart Refrigerator,18,1866.83,33602.94,South America
11628,2025-05-29,Clothing,Under Armour Training Shirt,19,41.15,781.85,Oceania
11629,2025-03-24,Clothing,North Face Down Jacket,15,253.82,3807.30,North America
11630,2025-10-17,Home Appliances,Dyson V11 Vacuum,19,456.13,8666.47,North America
11631,2025-04-03,Clothing,Levi's 501 Jeans,11,64.51,709.61,Europe
11632,2024-12-23,Clothing,Columbia Rain Jacket,19,133.17,2530.23,North America
11633,2024-07-05,Books,Deep Work,7,19.96,139.72,North America
11634,2025-04-06,Beauty Products,L'Oreal Revitalift Cream,18,31.40,565.20,North America
11635,2024-10-21,Clothing,Levi's 501 Jeans,19,65.99,1253.81,Asia
11636,2024-01-29,Clothing,Nike Air Force 1,4,93.30,373.20,Asia
11637,2025-08-28,Beauty Products,L'Oreal Revitalift Cream,10,30.66,306.60,Asia
11638,2025-11-02,Sports,Bowflex Adjustable Dumbbells,7,460.33,3222.31,Middle East
11639,2024-12-06,Clothing,Puma Sports Hoodie,17,70.49,1198.33,North America
11640,2024-06-12,Home Appliances,Ninja Professional Blender,4,95.74,382.96,North America
11641,2024-06-15,Home Appliances,Keurig K-Elite Coffee Maker,10,182.87,1828.70,Middle East
11642,2025-06-12,Sports,Bowflex Adjustable Dumbbells,15,402.21,6033.15,Africa
11643,2025-04-28,Sports,Spalding Volleyball,13,38.44,499.72,Asia
11644,2024-09-05,Clothing,Vans Old Skool Sneakers,14,82.30,1152.20,Oceania
11645,2024-07-26,Electronics,Sony WH-1000XM5 Headphones,3,363.97,1091.91,Middle East
11646,2024-10-14,Home Appliances,Ninja Professional Blender,12,106.79,1281.48,South America
11647,2025-11-23,Electronics,Sony WH-1000XM5 Headphones,9,399.42,3594.78,Middle East
11648,2024-01-08,Home Appliances,Blueair Classic 480i,15,658.10,9871.50,Middle East
11649,2024-10-28,Books,"Salt, Fat, Acid, Heat by Samin Nosrat",1,32.51,32.51,South America
11650,2024-09-03,Electronics,Apple Watch Series 9,1,402.00,402.00,Asia
11651,2024-07-12,Clothing,Columbia Rain Jacket,8,124.36,994.88,Asia
11652,2024-06-09,Books,The Da Vinci Code,16,15.65,250.40,Middle East
11653,2024-05-28,Home Appliances,Ninja Professional Blender,4,103.95,415.80,Asia
11654,2024-12-05,Sports,Callaway Golf Club Set,2,951.37,1902.74,Europe
11655,2025-07-29,Home Appliances,KitchenAid Stand Mixer,17,439.65,7474.05,Oceania
11656,2025-05-06,Sports,Fitbit Charge 6,18,167.12,3008.16,Oceania
11657,2024-05-01,Beauty Products,L'Oreal Revitalift Cream,10,29.79,297.90,Middle East
11658,2025-01-31,Home Appliances,Dyson V11 Vacuum,3,470.59,1411.77,Asia
11659,2024-12-19,Beauty Products,The Ordinary Serum Set,1,42.56,42.56,South America
11660,2024-03-20,Home Appliances,LG Front Load Washer,10,893.14,8931.40,North America
11661,2025-03-31,Home Appliances,Instant Pot Duo 7-in-1,6,133.63,801.78,Middle East
11662,2025-11-04,Books,The Alchemist,2,12.74,25.48,Oceania
11663,2024-10-19,Clothing,Vans Old Skool Sneakers,17,76.67,1303.39,Europe
11664,2024-07-04,Sports,Callaway Golf Club Set,12,918.53,11022.36,Africa
11665,2024-10-18,Clothing,Columbia Rain Jacket,13,128.75,1673.75,Middle East
11666,2025-03-12,Electronics,Nintendo Switch OLED,2,328.27,656.54,Africa
11667,2025-08-11,Clothing,Under Armour Training Shirt,20,37.28,745.60,Oceania
11668,2024-02-02,Sports,Wilson Evolution Basketball,13,28.65,372.45,Asia
11669,2024-06-27,Home Appliances,Ninja Professional Blender,9,109.04,981.36,North America
11670,2024-05-10,Sports,Babolat Pure Drive Tennis Racket,13,182.54,2373.02,Middle East
11671,2024-08-16,Sports,Adidas FIFA Soccer Ball,10,38.38,383.80,Middle East
11672,2025-01-28,Electronics,Samsung Galaxy Tab S8,19,753.57,14317.83,South America
11673,2025-08-21,Sports,Manduka PRO Yoga Mat,15,123.95,1859.25,Middle East
11674,2025-11-01,Books,"Salt, Fat, Acid, Heat by Samin Nosrat",17,30.38,516.46,Africa
11675,2025-08-26,Clothing,Puma Sports Hoodie,11,75.48,830.28,Asia
11676,2024-10-10,Electronics,Apple Watch Series 9,19,437.42,8310.98,Oceania
11677,2025-05-09,Home Appliances,iRobot Roomba j7,12,616.01,7392.12,Middle East
11678,2024-01-04,Books,Atomic Habits,7,19.77,138.39,Middle East
11679,2024-09-04,Books,The Alchemist,18,13.07,235.26,North America
11680,2025-01-02,Clothing,Puma Sports Hoodie,8,75.00,600.00,Middle East
11681,2025-11-19,Sports,Hydro Flask Sports Bottle,16,40.32,645.12,South America
11682,2024-09-15,Beauty Products,Olaplex Hair Repair Set,20,61.27,1225.40,Middle East
11683,2024-10-25,Home Appliances,Samsung Smart Refrigerator,16,1829.01,29264.16,Oceania
11684,2024-08-08,Sports,Adidas FIFA Soccer Ball,14,41.37,579.18,Asia
11685,2024-02-12,Electronics,MacBook Pro 16-inch,18,2371.57,42688.26,North America
11686,2025-02-14,Sports,Hydro Flask Sports Bottle,3,37.29,111.87,Africa
11687,2024-05-07,Books,The Hobbit,18,13.59,244.62,Africa
11688,2025-04-27,Sports,Everlast Boxing Gloves,2,45.66,91.32,Africa
11689,2025-10-11,Books,The Da Vinci Code,7,17.00,119.00,Africa
11690,2025-02-22,Books,The Alchemist,17,13.11,222.87,North America
11691,2024-05-04,Clothing,Patagonia Fleece Jacket,17,163.52,2779.84,Oceania
11692,2024-05-11,Clothing,Calvin Klein Slim Fit Shirt,4,81.45,325.80,Europe
11693,2025-02-27,Sports,Wilson Evolution Basketball,19,29.57,561.83,Middle East
11694,2025-01-23,Books,The Da Vinci Code,20,16.77,335.40,Asia
11695,2024-11-18,Electronics,Dell XPS 13 Laptop,10,1312.65,13126.50,South America
11696,2025-02-22,Sports,Wilson Evolution Basketball,4,30.36,121.44,North America
11697,2024-06-30,Home Appliances,Dyson V11 Vacuum,6,510.14,3060.84,North America
11698,2025-10-27,Books,"Salt, Fat, Acid, Heat by Samin Nosrat",1,31.97,31.97,Asia
11699,2025-06-08,Beauty Products,CeraVe Hydrating Cleanser,6,18.05,108.30,Europe
11700,2024-12-29,Sports,Spalding Volleyball,11,32.52,357.72,Oceania
11701,2024-03-23,Books,Clean Code,14,36.36,509.04,Europe
11702,2024-01-19,Books,Sapiens,14,25.45,356.30,Europe
11703,2025-02-19,Books,Clean Code,11,37.85,416.35,North America
11704,2025-03-12,Clothing,Vans Old Skool Sneakers,1,82.38,82.38,South America
